Title,Description
monitor_dcrelay_main_contact_closed,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
monitor_dcrelay_main_contact_closed(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
monitor_safetyclearance_signal,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
monitor_safetyclearance_signal(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
monitor_voltage_15V,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
monitor_voltage_15V(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
monitor_voltage_1V_offset,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
monitor_voltage_1V_offset(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
monitor_voltage_24V,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
monitor_voltage_24V(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
opreation_state_cyclicrun,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
opreation_state_cyclicrun(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
read_auxiliary_contacts_inputs,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
read_auxiliary_contacts_inputs(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
readDCLinkVoltage,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
readDCLinkVoltage(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
readHVTerminalVoltage,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
readHVTerminalVoltage(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
send_toggling_signal,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
send_toggling_signal(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
set_ApplState,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
set_ApplState(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
set_integrityviolation_progress,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
set_integrityviolation_progress(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
shutoff_sequence_run,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
shutoff_sequence_run(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
signal_level_detection,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
signal_level_detection(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
startup_state_cyclicrun,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
startup_state_cyclicrun(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
sum_of_3_currents,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
tlf35584_init,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
tlf35584_init(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
tlf_clear_errors,"INITERR,OTFAIL,OTWRNSF,MONSF0,MONSF1,MONSF2,MONSF3,SPISF,WKSF  "
tlf_clear_errors(),"INITERR,OTFAIL,OTWRNSF,MONSF0,MONSF1,MONSF2,MONSF3,SPISF,WKSF  "
tlf_configure_fwdog,"Read the question index by calling tlf_read() for functional watchdog status register,perform IWDT write with look up table response
Write the Byte 0,1,2 into Functional Watchdog Response command register
Write the Byte 3 into Functional Watchdog Response Sync command register  

"
tlf_configure_fwdog(),"Read the question index by calling tlf_read() for functional watchdog status register,perform IWDT write with look up table response
Write the Byte 0,1,2 into Functional Watchdog Response command register
Write the Byte 3 into Functional Watchdog Response Sync command register  

"
tlf_fwdog_periodic_service,"Read the question index by calling tlf_read() for functional watchdog status register,perform IWDT write with look up table response
Write the Byte 0,1,2 into Functional Watchdog Response command register
Write the Byte 3 into Functional Watchdog Response Sync command register  

"
tlf_fwdog_periodic_service(),"Read the question index by calling tlf_read() for functional watchdog status register,perform IWDT write with look up table response
Write the Byte 0,1,2 into Functional Watchdog Response command register
Write the Byte 3 into Functional Watchdog Response Sync command register  

"
tlf_read(),"perform IWDT write with look up table response
Write the Byte 0,1,2 into Functional Watchdog Response command register
Write the Byte 3 into Functional Watchdog Response Sync command register  

"
tlf_lock,"0xDF,0x34,0xBE,0xCA  "
tlf_lock(),"0xDF,0x34,0xBE,0xCA  "
tlf_read,"INITERR,OTFAIL,OTWRNSF,MONSF0,MONSF1,MONSF2,MONSF3,SPISF,WKSF  "
tlf_read(),"INITERR,OTFAIL,OTWRNSF,MONSF0,MONSF1,MONSF2,MONSF3,SPISF,WKSF  "
tlf_read_errors,"INITERR,OTFAIL,OTWRNSF,MONSF0,MONSF1,MONSF2,MONSF3,SPISF,WKSF  "
tlf_read_errors(),"INITERR,OTFAIL,OTWRNSF,MONSF0,MONSF1,MONSF2,MONSF3,SPISF,WKSF  "
tlf_read(),"INITERR,OTFAIL,OTWRNSF,MONSF0,MONSF1,MONSF2,MONSF3,SPISF,WKSF  "
tlf_read_status_registers_set0,"system cfg 0 status,system cfg 1 status,wdog cfg 0 status,wdog cfg 1 status,fwdog cfg status  "
tlf_read_status_registers_set0(),"system cfg 0 status,system cfg 1 status,wdog cfg 0 status,wdog cfg 1 status,fwdog cfg status  "
tlf_read_status_registers_set1,"wwdog cfg 0 status,wwdog cfg 1 status,failure status flags,init error status flags,system status flags  "
tlf_read_status_registers_set1(),"wwdog cfg 0 status,wwdog cfg 1 status,failure status flags,init error status flags,system status flags  "
tlf_read_status_registers_set2,"wakeup status flags,SPI status flags,monitor status flags 0,monitor status flags 1,monitor status flags 2  "
tlf_read_status_registers_set2(),"wakeup status flags,SPI status flags,monitor status flags 0,monitor status flags 1,monitor status flags 2  "
tlf_read_status_registers_set3,"monitor status flags 3,over temperature failure status flags,over temperature warning status flags,voltage monitor status  "
tlf_read_status_registers_set3(),"monitor status flags 3,over temperature failure status flags,over temperature warning status flags,voltage monitor status  "
tlf_read_status_registers_set4,"device status,protection status,window watchdog status,fwdog status 1  "
tlf_read_status_registers_set3(),"device status,protection status,window watchdog status,fwdog status 1  "
tlf_switch_state_NORMAL,"Writing 0xFA into the Device Control register,Writing ~0xFA into the Device Control register,performing a wait for 200us  "
tlf_switch_state_NORMAL(),"Writing 0xFA into the Device Control register,Writing ~0xFA into the Device Control register,performing a wait for 200us  "
tlf_switch_state_Standby,"Writing 0xFC into the Device Control register,Writing ~0xFC into the Device Control register,performing a wait for 200us  "
tlf_switch_state_Standby(),"Writing 0xFC into the Device Control register,Writing ~0xFC into the Device Control register,performing a wait for 200us  "
tlf_switch_state_WAKE,"Writing 0x1F into the ABIST_SELECT0 register,Writing 0x0E into the ABIST_SELECT1 register,Writing 0xC1 into the ABIST_SELECT2 register,Writing 0x07 into the ABIST_CTRL0 register  "
tlf_switch_state_WAKE(),"Writing 0x1F into the ABIST_SELECT0 register,Writing 0x0E into the ABIST_SELECT1 register,Writing 0xC1 into the ABIST_SELECT2 register,Writing 0x07 into the ABIST_CTRL0 register  "
tlf_unlock,"0xAB,0xEF,0x56,0x12  "
tlf_unlock(),"0xAB,0xEF,0x56,0x12  "
tlf_write,"Generated by
    
 1.8.16 "
tlf_write(),"Generated by
    
 1.8.16 "
tlf_writeX,"Generated by
    
 1.8.16 "
tlf_writeX(),"Generated by
    
 1.8.16 "
updateIntegrityViolationStatus,"Generated by
    
 1.8.16 "
updateIntegrityViolationStatus(),"Generated by
    
 1.8.16 "
voltage_monitor_run,"Generated by
    
 1.8.16 "
voltage_monitor_run(),"Generated by
    
 1.8.16 "
